name,chamber,state,district,sponsored_bills,cosponsored_bills,bioguide_id,Agriculture_and_Food_self_proportion,Crime_and_Law_Enforcement_self_proportion,Culture_and_Recreation_self_proportion,Economy_and_Finance_self_proportion,Education_and_Social_Services_self_proportion,Environment_and_Natural_Resources_self_proportion,Government_Operations_and_Politics_self_proportion,Health_and_Healthcare_self_proportion,Immigration_and_Civil_Rights_self_proportion,National_Security_and_International_Affairs_self_proportion,Science__Technology__and_Communications_self_proportion,Transportation_and_Infrastructure_self_proportion,Agriculture_and_Food_across_all_proportion,Crime_and_Law_Enforcement_across_all_proportion,Culture_and_Recreation_across_all_proportion,Economy_and_Finance_across_all_proportion,Education_and_Social_Services_across_all_proportion,Environment_and_Natural_Resources_across_all_proportion,Government_Operations_and_Politics_across_all_proportion,Health_and_Healthcare_across_all_proportion,Immigration_and_Civil_Rights_across_all_proportion,National_Security_and_International_Affairs_across_all_proportion,Science__Technology__and_Communications_across_all_proportion,Transportation_and_Infrastructure_across_all_proportion,Agriculture_And_Food_state_self_proportion,Crime_And_Law_Enforcement_state_self_proportion,Culture_And_Recreation_state_self_proportion,Economy_And_Finance_state_self_proportion,Education_And_Social_Services_state_self_proportion,Environment_And_Natural_Resources_state_self_proportion,Government_Operations_And_Politics_state_self_proportion,Health_And_Healthcare_state_self_proportion,Immigration_And_Civil_Rights_state_self_proportion,National_Security_And_International_Affairs_state_self_proportion,Science_Technology_And_Communications_state_self_proportion,Transportation_And_Infrastructure_state_self_proportion,Agriculture_And_Food_state_national_proportion,Crime_And_Law_Enforcement_state_national_proportion,Culture_And_Recreation_state_national_proportion,Economy_And_Finance_state_national_proportion,Education_And_Social_Services_state_national_proportion,Environment_And_Natural_Resources_state_national_proportion,Government_Operations_And_Politics_state_national_proportion,Health_And_Healthcare_state_national_proportion,Immigration_And_Civil_Rights_state_national_proportion,National_Security_And_International_Affairs_state_national_proportion,Science_Technology_And_Communications_state_national_proportion,Transportation_And_Infrastructure_state_national_proportion
"Griffith, H. Morgan",House of Representatives,Virginia,9.0,181,1138,G000568,0.012784090909090908,0.05397727272727272,0.0,0.12073863636363635,0.041193181818181816,0.2514204545454546,0.16193181818181818,0.2883522727272727,0.0,0.012784090909090908,0.056818181818181816,0.0,0.0002463189008703268,0.0008217282242020587,0.0,0.0008511405283079326,0.0005188206669529125,0.0029202619986471107,0.0017265925544482476,0.0020899609805314474,0.0,7.682261657832066e-05,0.0026542800265428003,0.0,0.0345252774352651,0.0604192355117139,0.1923551171393341,0.064118372379778,0.0850801479654747,0.0308261405672009,0.311960542540074,0.0283600493218249,0.0764488286066584,0.0345252774352651,0.0135635018495684,0.0678175092478421,0.0175768989328311,0.0158166559070368,0.0163316582914572,0.0216756982075864,0.0392938496583143,0.0129533678756476,0.0303575713942884,0.0179547228727556,0.0320910973084886,0.034440344403444,0.0143603133159268,0.0182724252491694
"Wittman, Robert J.",House of Representatives,Virginia,1.0,184,2609,W000804,0.019466474405191062,0.03244412400865177,0.027397260273972605,0.17808219178082194,0.03244412400865177,0.22927180966113916,0.0713770728190339,0.06633020908435472,0.006488824801730354,0.29127613554434034,0.025955299206921415,0.019466474405191062,0.0007389567026109804,0.000973099212870859,0.002664983519180868,0.002473314241083051,0.0008050665521683125,0.005246572404349045,0.001499409323599794,0.0009471744345265671,0.0001967514155171283,0.0034484818997379493,0.0023888520238885204,0.0012711864406779662,0.0345252774352651,0.0604192355117139,0.1923551171393341,0.064118372379778,0.0850801479654747,0.0308261405672009,0.311960542540074,0.0283600493218249,0.0764488286066584,0.0345252774352651,0.0135635018495684,0.0678175092478421,0.0175768989328311,0.0158166559070368,0.0163316582914572,0.0216756982075864,0.0392938496583143,0.0129533678756476,0.0303575713942884,0.0179547228727556,0.0320910973084886,0.034440344403444,0.0143603133159268,0.0182724252491694
"Scott, Robert C. ""Bobby""",House of Representatives,Virginia,3.0,313,4326,S000185,0.012211668928086838,0.07598371777476254,0.012211668928086838,0.26051560379918587,0.14246947082767977,0.13704206241519673,0.10990502035278153,0.06105834464043419,0.10312075983717774,0.08548168249660787,0.0,0.0,0.0002463189008703268,0.0012109679093504021,0.0006311803071744162,0.0019225762521779184,0.0018784886217260625,0.0016663641913184073,0.0012267894465816495,0.00046329184297495135,0.0016614563977001943,0.0005377583160482445,0.0,0.0,0.0345252774352651,0.0604192355117139,0.1923551171393341,0.064118372379778,0.0850801479654747,0.0308261405672009,0.311960542540074,0.0283600493218249,0.0764488286066584,0.0345252774352651,0.0135635018495684,0.0678175092478421,0.0175768989328311,0.0158166559070368,0.0163316582914572,0.0216756982075864,0.0392938496583143,0.0129533678756476,0.0303575713942884,0.0179547228727556,0.0320910973084886,0.034440344403444,0.0143603133159268,0.0182724252491694
"Cline, Ben",House of Representatives,Virginia,6.0,32,815,C001118,0.055889939810834045,0.10060189165950129,0.0,0.2450558899398108,0.09630266552020635,0.030954428202923472,0.12725709372312982,0.10060189165950129,0.04041272570937231,0.17970765262252794,0.015477214101461736,0.007738607050730868,0.0017789698396190267,0.002530057953464234,0.0,0.0028538241243265977,0.0020037211965078,0.000593951592945175,0.002241541211038076,0.0012045587917348735,0.0010274796143672257,0.0017839918738743353,0.0011944260119442602,0.000423728813559322,0.0345252774352651,0.0604192355117139,0.1923551171393341,0.064118372379778,0.0850801479654747,0.0308261405672009,0.311960542540074,0.0283600493218249,0.0764488286066584,0.0345252774352651,0.0135635018495684,0.0678175092478421,0.0175768989328311,0.0158166559070368,0.0163316582914572,0.0216756982075864,0.0392938496583143,0.0129533678756476,0.0303575713942884,0.0179547228727556,0.0320910973084886,0.034440344403444,0.0143603133159268,0.0182724252491694
"Connolly, Gerald E.",House of Representatives,Virginia,11.0,325,4407,C001078,0.01309090909090909,0.043272727272727275,0.036000000000000004,0.07272727272727272,0.022909090909090907,0.09563636363636364,0.24363636363636362,0.14072727272727273,0.056363636363636366,0.25272727272727274,0.0032727272727272726,0.01963636363636364,0.0009852756034813071,0.002573306807369605,0.006942983378918578,0.002002683596018665,0.0011270931730356375,0.004339146359571695,0.010147517644564261,0.003984309849584582,0.003388496600572765,0.0059324131691036504,0.0005972130059721301,0.0025423728813559325,0.0345252774352651,0.0604192355117139,0.1923551171393341,0.064118372379778,0.0850801479654747,0.0308261405672009,0.311960542540074,0.0283600493218249,0.0764488286066584,0.0345252774352651,0.0135635018495684,0.0678175092478421,0.0175768989328311,0.0158166559070368,0.0163316582914572,0.0216756982075864,0.0392938496583143,0.0129533678756476,0.0303575713942884,0.0179547228727556,0.0320910973084886,0.034440344403444,0.0143603133159268,0.0182724252491694
"McClellan, Jennifer L.",House of Representatives,Virginia,4.0,21,432,M001227,0.044481054365733116,0.08319604612850082,0.0,0.0757825370675453,0.09802306425041186,0.13838550247116968,0.08319604612850082,0.2257001647446458,0.05930807248764415,0.08896210873146623,0.08072487644151566,0.022240527182866558,0.0014779134052219608,0.0021840671222212614,0.0,0.0009212344541685858,0.0021289537712895377,0.0027717741004108167,0.0015297004210462544,0.0028209325550030374,0.0015740113241370264,0.0009218713989398478,0.006502986065029861,0.0012711864406779662,0.0345252774352651,0.0604192355117139,0.1923551171393341,0.064118372379778,0.0850801479654747,0.0308261405672009,0.311960542540074,0.0283600493218249,0.0764488286066584,0.0345252774352651,0.0135635018495684,0.0678175092478421,0.0175768989328311,0.0158166559070368,0.0163316582914572,0.0216756982075864,0.0392938496583143,0.0129533678756476,0.0303575713942884,0.0179547228727556,0.0320910973084886,0.034440344403444,0.0143603133159268,0.0182724252491694
"Jayapal, Pramila",House of Representatives,Washington,7.0,151,2606,J000298,0.031190019193857964,0.052783109404990404,0.032149712092130515,0.19385796545105566,0.11516314779270632,0.0916506717850288,0.08493282149712093,0.1074856046065259,0.1386756238003839,0.1261996161228407,0.021593090211132437,0.004318618042226488,0.0017789698396190267,0.0023786869647954333,0.00469878673118732,0.004045420863957703,0.004293688278231,0.003151243173681345,0.0026807621240117533,0.002306163840586424,0.006317906564938898,0.002244927573344259,0.0029860650298606504,0.000423728813559322,0.0343283582089552,0.0805970149253731,0.5373134328358209,0.0432835820895522,0.0194029850746268,0.0820895522388059,0.0776119402985074,0.0149253731343283,0.0194029850746268,0.0119402985074626,0.0119402985074626,0.0671641791044776,0.0144381669805398,0.0174306003873466,0.0376884422110552,0.0120883701542309,0.0074031890660592,0.0284974093264248,0.0062395008399328,0.0078064012490242,0.0067287784679089,0.009840098400984,0.010443864229765,0.0149501661129568
"DelBene, Suzan K.",House of Representatives,Washington,1.0,135,2770,D000617,0.0422177009155646,0.018311291963377416,0.0686673448626653,0.15768056968463887,0.07426246185147507,0.08341810783316378,0.07782299084435403,0.1510681586978637,0.09257375381485249,0.16225839267548323,0.023906408952187184,0.04781281790437437,0.0022716076413596803,0.0007784793702966872,0.009467704607616242,0.0031041595738289306,0.002611993702590525,0.0027057794789724634,0.002317268954654227,0.003057726163634679,0.00397875084712415,0.0027229349653871433,0.0031187790311877905,0.004425612052730697,0.0343283582089552,0.0805970149253731,0.5373134328358209,0.0432835820895522,0.0194029850746268,0.0820895522388059,0.0776119402985074,0.0149253731343283,0.0194029850746268,0.0119402985074626,0.0119402985074626,0.0671641791044776,0.0144381669805398,0.0174306003873466,0.0376884422110552,0.0120883701542309,0.0074031890660592,0.0284974093264248,0.0062395008399328,0.0078064012490242,0.0067287784679089,0.009840098400984,0.010443864229765,0.0149501661129568
"Larsen, Rick",House of Representatives,Washington,2.0,168,3427,L000560,0.05833333333333333,0.030208333333333334,0.028125,0.046875,0.028125,0.13541666666666666,0.10520833333333333,0.030208333333333334,0.028125,0.3385416666666667,0.01875,0.15208333333333332,0.0015326509387486999,0.0006271083816278869,0.0018935409215232485,0.0004506038091041996,0.00048303993130098755,0.002144825196746465,0.0015297004210462544,0.0002985658543616353,0.0005902542465513849,0.0027741500431060235,0.0011944260119442602,0.00687382297551789,0.0343283582089552,0.0805970149253731,0.5373134328358209,0.0432835820895522,0.0194029850746268,0.0820895522388059,0.0776119402985074,0.0149253731343283,0.0194029850746268,0.0119402985074626,0.0119402985074626,0.0671641791044776,0.0144381669805398,0.0174306003873466,0.0376884422110552,0.0120883701542309,0.0074031890660592,0.0284974093264248,0.0062395008399328,0.0078064012490242,0.0067287784679089,0.009840098400984,0.010443864229765,0.0149501661129568
"McMorris Rodgers, Cathy",House of Representatives,Washington,5.0,214,2399,M001159,0.05831533477321815,0.01943844492440605,0.009719222462203025,0.12526997840172788,0.029157667386609076,0.1349892008639309,0.05831533477321815,0.1468682505399568,0.05831533477321815,0.28509719222462204,0.06479481641468683,0.009719222462203025,0.0014779134052219608,0.0003892396851483436,0.0006311803071744162,0.0011615564856908257,0.00048303993130098755,0.002062331919948524,0.0008178596310544331,0.0014001709032131862,0.0011805084931027698,0.002253463419630739,0.003981420039814201,0.000423728813559322,0.0343283582089552,0.0805970149253731,0.5373134328358209,0.0432835820895522,0.0194029850746268,0.0820895522388059,0.0776119402985074,0.0149253731343283,0.0194029850746268,0.0119402985074626,0.0119402985074626,0.0671641791044776,0.0144381669805398,0.0174306003873466,0.0376884422110552,0.0120883701542309,0.0074031890660592,0.0284974093264248,0.0062395008399328,0.0078064012490242,0.0067287784679089,0.009840098400984,0.010443864229765,0.0149501661129568
"Smith, Adam",House of Representatives,Washington,9.0,216,4679,S000510,0.126,0.054000000000000006,0.045,0.139,0.11,0.063,0.063,0.2,0.11,0.081,0.0,0.009000000000000001,0.0034484646121845748,0.001167719055445031,0.0031559015358720807,0.0013918650992329723,0.0019679404608558752,0.001039415287654056,0.0009541695695635052,0.0020590748576664506,0.0024047395229871236,0.0006914035492048858,0.0,0.000423728813559322,0.0343283582089552,0.0805970149253731,0.5373134328358209,0.0432835820895522,0.0194029850746268,0.0820895522388059,0.0776119402985074,0.0149253731343283,0.0194029850746268,0.0119402985074626,0.0119402985074626,0.0671641791044776,0.0144381669805398,0.0174306003873466,0.0376884422110552,0.0120883701542309,0.0074031890660592,0.0284974093264248,0.0062395008399328,0.0078064012490242,0.0067287784679089,0.009840098400984,0.010443864229765,0.0149501661129568
"Mooney, Alexander X.",House of Representatives,West Virginia,2.0,89,1525,M001195,0.03369175627240144,0.09175627240143369,0.0064516129032258064,0.28888888888888886,0.06093189964157706,0.04516129032258064,0.08028673835125448,0.12258064516129033,0.05304659498207886,0.20430107526881722,0.0064516129032258064,0.0064516129032258064,0.0012863320378783732,0.0027679266499437767,0.0006311803071744162,0.004035407445977609,0.0015206812652068125,0.001039415287654056,0.001696301457001787,0.0017605090033048151,0.0016177338609186106,0.0024327161916468205,0.0005972130059721301,0.000423728813559322,0.0553064275037369,0.0538116591928251,0.4469357249626308,0.0508221225710014,0.0358744394618834,0.0493273542600896,0.1345291479820627,0.0298953662182361,0.0448430493273542,0.0104633781763826,0.0194319880418535,0.0687593423019432,0.0232266164469554,0.0116204002582311,0.0313023450586264,0.0141725719049604,0.0136674259681093,0.0170984455958549,0.0107991360691144,0.0156128024980484,0.015527950310559,0.008610086100861,0.0169712793733681,0.015282392026578
"Stanton, Greg",House of Representatives,Arizona,4.0,53,798,S001211,0.011320754716981133,0.05911949685534591,0.022641509433962266,0.047798742138364776,0.033962264150943396,0.08176100628930817,0.03647798742138365,0.06792452830188679,0.1748427672955975,0.29811320754716986,0.0,0.1660377358490566,0.0002463189008703268,0.0010163480667762306,0.0012623606143488324,0.00038050988324354635,0.00048303993130098755,0.0010724125983732325,0.000439220912973677,0.0005559502115699416,0.0030387163063200925,0.0020229955698957774,0.0,0.006214689265536723,0.0283159463487332,0.0655737704918032,0.5067064083457526,0.0283159463487332,0.022354694485842,0.0938897168405365,0.1043219076005961,0.007451564828614,0.029806259314456,0.0104321907600596,0.0268256333830104,0.0760059612518628,0.0119271814187068,0.0142027114267269,0.0355946398659966,0.0079199666527719,0.0085421412300683,0.0326424870466321,0.0083993280537556,0.0039032006245121,0.010351966873706,0.008610086100861,0.0234986945169712,0.0169435215946843
"Biggs, Andy",House of Representatives,Arizona,5.0,818,1248,B001302,0.010196374622356496,0.09856495468277945,0.006797583081570997,0.10498489425981873,0.024546827794561934,0.1299093655589124,0.15143504531722055,0.10385196374622356,0.15332326283987915,0.18429003021148035,0.0033987915407854984,0.028700906344410873,0.0007389567026109804,0.005643975434650983,0.0012623606143488324,0.0027837301984659445,0.0011628739086875625,0.005675537443698338,0.006073365038015327,0.002831227929291369,0.008875674966661565,0.004165492987802275,0.0005972130059721301,0.0035781544256120526,0.0283159463487332,0.0655737704918032,0.5067064083457526,0.0283159463487332,0.022354694485842,0.0938897168405365,0.1043219076005961,0.007451564828614,0.029806259314456,0.0104321907600596,0.0268256333830104,0.0760059612518628,0.0119271814187068,0.0142027114267269,0.0355946398659966,0.0079199666527719,0.0085421412300683,0.0326424870466321,0.0083993280537556,0.0039032006245121,0.010351966873706,0.008610086100861,0.0234986945169712,0.0169435215946843
"Westerman, Bruce",House of Representatives,Arkansas,4.0,81,1063,W000821,0.0288,0.0896,0.0,0.144,0.1216,0.2032,0.136,0.0864,0.0144,0.1184,0.0144,0.0432,0.0004926378017406536,0.0012109679093504021,0.0,0.0009012076182083992,0.00135966795477315,0.0020953292306677,0.0012873716414745706,0.0005559502115699416,0.0001967514155171283,0.0006316526251995254,0.0005972130059721301,0.0012711864406779662,0.0313725490196078,0.0875816993464052,0.2222222222222222,0.0522875816993464,0.049673202614379,0.0209150326797385,0.2901960784313726,0.061437908496732,0.1098039215686274,0.0209150326797385,0.0235294117647058,0.0300653594771241,0.0150659133709981,0.0216268560361523,0.0177973199329983,0.0166736140058357,0.0216400911161731,0.0082901554404145,0.0266378689704823,0.0366900858704137,0.0434782608695652,0.019680196801968,0.0234986945169712,0.007641196013289
"DeSaulnier, Mark",House of Representatives,California,10.0,198,3334,D000623,0.08358596795149416,0.08271979211779992,0.01169337375487224,0.16327414465136422,0.13902122130792552,0.10610653962754439,0.06236466002598527,0.13295799047206583,0.028150714595062798,0.06323083585967951,0.029016890428757037,0.09787786920744912,0.005282171985330341,0.00413026554796298,0.0018935409215232485,0.0037750585784951836,0.005742808072133963,0.004042170563099108,0.0021809590161451548,0.0031606799065180013,0.001420982445401482,0.0012462335578260905,0.00444591904445919,0.01064030131826742,0.0526932084309133,0.0983606557377049,0.0573770491803278,0.1967213114754098,0.0398126463700234,0.1381733021077283,0.1370023419203747,0.0433255269320843,0.0480093676814988,0.0175644028103044,0.0210772833723653,0.1498829039812646,0.0282485875706214,0.0271142672692059,0.0051298157453936,0.0700291788245102,0.0193621867881549,0.0611398963730569,0.0140388768898488,0.0288836846213895,0.0212215320910973,0.018450184501845,0.0234986945169712,0.0425249169435216
"Swalwell, Eric",House of Representatives,California,14.0,96,2989,S001193,0.035183737294761534,0.06333072713057075,0.007036747458952306,0.11415168100078185,0.09147771696637999,0.07036747458952307,0.11962470680218922,0.12118842845973417,0.08444096950742767,0.21266614542611414,0.022673964034401875,0.05785770132916341,0.001231594504351634,0.001751578583167546,0.0006311803071744162,0.0014619590250936254,0.002093173035637613,0.0014848789823629373,0.002317268954654227,0.001595783014691499,0.0023610169862055396,0.0023217501899225794,0.0019243530192435301,0.0034839924670433146,0.0526932084309133,0.0983606557377049,0.0573770491803278,0.1967213114754098,0.0398126463700234,0.1381733021077283,0.1370023419203747,0.0433255269320843,0.0480093676814988,0.0175644028103044,0.0210772833723653,0.1498829039812646,0.0282485875706214,0.0271142672692059,0.0051298157453936,0.0700291788245102,0.0193621867881549,0.0611398963730569,0.0140388768898488,0.0288836846213895,0.0212215320910973,0.018450184501845,0.0234986945169712,0.0425249169435216
"Eshoo, Anna G.",House of Representatives,California,16.0,260,6155,E000215,0.014411529223378702,0.05364291433146517,0.0,0.1345076060848679,0.030424339471577258,0.1257005604483587,0.06805444355484387,0.15372297838270615,0.028823058446757404,0.14011208967173738,0.17694155324259409,0.07365892714171336,0.0004926378017406536,0.0014488366058299457,0.0,0.0016822542206556786,0.000679833977386575,0.0025902888914553462,0.0012873716414745706,0.0019767118633597924,0.0007870056620685132,0.0014937731001340127,0.014664897146648972,0.004331450094161958,0.0526932084309133,0.0983606557377049,0.0573770491803278,0.1967213114754098,0.0398126463700234,0.1381733021077283,0.1370023419203747,0.0433255269320843,0.0480093676814988,0.0175644028103044,0.0210772833723653,0.1498829039812646,0.0282485875706214,0.0271142672692059,0.0051298157453936,0.0700291788245102,0.0193621867881549,0.0611398963730569,0.0140388768898488,0.0288836846213895,0.0212215320910973,0.018450184501845,0.0234986945169712,0.0425249169435216
"Panetta, Jimmy",House of Representatives,California,19.0,169,2455,P000613,0.14122355631789593,0.05060034305317325,0.02115494568324757,0.19125214408233276,0.0906232132647227,0.11177815894797027,0.05917667238421955,0.1072041166380789,0.04373927958833619,0.14179531160663236,0.005145797598627788,0.036306460834762716,0.013520170781104603,0.003827523570625379,0.005189704747878532,0.006698976628682435,0.005671246600830113,0.006450974245598984,0.00313512858570866,0.0038607653581245946,0.003344774063791181,0.004233779758094116,0.0011944260119442602,0.005979284369114877,0.0526932084309133,0.0983606557377049,0.0573770491803278,0.1967213114754098,0.0398126463700234,0.1381733021077283,0.1370023419203747,0.0433255269320843,0.0480093676814988,0.0175644028103044,0.0210772833723653,0.1498829039812646,0.0282485875706214,0.0271142672692059,0.0051298157453936,0.0700291788245102,0.0193621867881549,0.0611398963730569,0.0140388768898488,0.0288836846213895,0.0212215320910973,0.018450184501845,0.0234986945169712,0.0425249169435216
"Garcia, Mike",House of Representatives,California,27.0,36,376,G000061,0.0,0.10301109350237718,0.014263074484944533,0.07131537242472266,0.014263074484944533,0.07448494453248812,0.14896988906497624,0.07448494453248812,0.028526148969889066,0.2091917591125198,0.22979397781299524,0.03169572107765452,0.0,0.001405587751924574,0.0006311803071744162,0.0004506038091041996,0.0001610133104336625,0.0007754368019006451,0.0014236815799836427,0.00048388259155161584,0.0003935028310342566,0.0011267317098153694,0.009621765096217651,0.0009416195856873823,0.0526932084309133,0.0983606557377049,0.0573770491803278,0.1967213114754098,0.0398126463700234,0.1381733021077283,0.1370023419203747,0.0433255269320843,0.0480093676814988,0.0175644028103044,0.0210772833723653,0.1498829039812646,0.0282485875706214,0.0271142672692059,0.0051298157453936,0.0700291788245102,0.0193621867881549,0.0611398963730569,0.0140388768898488,0.0288836846213895,0.0212215320910973,0.018450184501845,0.0234986945169712,0.0425249169435216
"LaMalfa, Doug",House of Representatives,California,1.0,112,2264,L000578,0.11276701440635865,0.07600596125186289,0.026825633383010434,0.13710879284649777,0.05365126676602087,0.15151515151515152,0.06358668653750621,0.08594138102334824,0.122702434177844,0.12518628912071533,0.01788375558867362,0.026825633383010434,0.006212710055284908,0.0033085373237609207,0.003787081843046497,0.0027637033625057578,0.0019321597252039502,0.005032089884674399,0.001938630236573471,0.0017810997518814796,0.005399733292525632,0.002151033264192978,0.0023888520238885204,0.0025423728813559325,0.0526932084309133,0.0983606557377049,0.0573770491803278,0.1967213114754098,0.0398126463700234,0.1381733021077283,0.1370023419203747,0.0433255269320843,0.0480093676814988,0.0175644028103044,0.0210772833723653,0.1498829039812646,0.0282485875706214,0.0271142672692059,0.0051298157453936,0.0700291788245102,0.0193621867881549,0.0611398963730569,0.0140388768898488,0.0288836846213895,0.0212215320910973,0.018450184501845,0.0234986945169712,0.0425249169435216
"Thompson, Mike",House of Representatives,California,4.0,340,4023,T000460,0.10451306413301663,0.06413301662707839,0.0498812351543943,0.11401425178147269,0.0498812351543943,0.15043547110055425,0.0728424386381631,0.16864608076009502,0.05304829770387966,0.14410134600158353,0.0,0.028503562945368172,0.0036126772127647922,0.001751578583167546,0.004418262150220913,0.0014419321891334389,0.0011270931730356375,0.0031347445183217567,0.001393390482537182,0.0021929147234147697,0.0014647049821830663,0.0015535240241393731,0.0,0.001694915254237288,0.0526932084309133,0.0983606557377049,0.0573770491803278,0.1967213114754098,0.0398126463700234,0.1381733021077283,0.1370023419203747,0.0433255269320843,0.0480093676814988,0.0175644028103044,0.0210772833723653,0.1498829039812646,0.0282485875706214,0.0271142672692059,0.0051298157453936,0.0700291788245102,0.0193621867881549,0.0611398963730569,0.0140388768898488,0.0288836846213895,0.0212215320910973,0.018450184501845,0.0234986945169712,0.0425249169435216
"Bera, Ami",House of Representatives,California,6.0,93,1663,B001287,0.0,0.0225752508361204,0.0225752508361204,0.030100334448160532,0.0225752508361204,0.037625418060200665,0.07692307692307691,0.2959866220735786,0.07525083612040133,0.3787625418060201,0.037625418060200665,0.0,0.0,0.0005838595277225155,0.0018935409215232485,0.0003604830472833597,0.00048303993130098755,0.0007424394911814687,0.001393390482537182,0.0036445624980696177,0.001967514155171283,0.003866738367775473,0.0029860650298606504,0.0,0.0526932084309133,0.0983606557377049,0.0573770491803278,0.1967213114754098,0.0398126463700234,0.1381733021077283,0.1370023419203747,0.0433255269320843,0.0480093676814988,0.0175644028103044,0.0210772833723653,0.1498829039812646,0.0282485875706214,0.0271142672692059,0.0051298157453936,0.0700291788245102,0.0193621867881549,0.0611398963730569,0.0140388768898488,0.0288836846213895,0.0212215320910973,0.018450184501845,0.0234986945169712,0.0425249169435216
"Harder, Josh",House of Representatives,California,9.0,114,1496,H001090,0.20636550308008214,0.07032854209445585,0.004620123203285421,0.09907597535934291,0.08880903490759753,0.11960985626283367,0.05082135523613963,0.15092402464065707,0.009240246406570842,0.14835728952772073,0.024127310061601643,0.027720739219712527,0.011002244238874597,0.0029625464925179487,0.0006311803071744162,0.0019325896701580117,0.0030950336338915127,0.003844186698784049,0.001499409323599794,0.003026840040769682,0.0003935028310342566,0.0024668595767927412,0.0031187790311877905,0.0025423728813559325,0.0526932084309133,0.0983606557377049,0.0573770491803278,0.1967213114754098,0.0398126463700234,0.1381733021077283,0.1370023419203747,0.0433255269320843,0.0480093676814988,0.0175644028103044,0.0210772833723653,0.1498829039812646,0.0282485875706214,0.0271142672692059,0.0051298157453936,0.0700291788245102,0.0193621867881549,0.0611398963730569,0.0140388768898488,0.0288836846213895,0.0212215320910973,0.018450184501845,0.0234986945169712,0.0425249169435216
"Khanna, Ro",House of Representatives,California,17.0,140,3197,K000389,0.09494640122511486,0.06074527820316488,0.02756508422664625,0.20010209290454314,0.0939254721796835,0.10107197549770292,0.11230219499744767,0.07912200102092905,0.04236855538540072,0.149055640632976,0.025012761613067893,0.013782542113323125,0.005090590617986754,0.002573306807369605,0.003787081843046497,0.003925259848196584,0.0032918276799771,0.0032667337611984623,0.003332020719110653,0.001595783014691499,0.001814485276435739,0.002492467115652181,0.0032514930325149307,0.0012711864406779662,0.0526932084309133,0.0983606557377049,0.0573770491803278,0.1967213114754098,0.0398126463700234,0.1381733021077283,0.1370023419203747,0.0433255269320843,0.0480093676814988,0.0175644028103044,0.0210772833723653,0.1498829039812646,0.0282485875706214,0.0271142672692059,0.0051298157453936,0.0700291788245102,0.0193621867881549,0.0611398963730569,0.0140388768898488,0.0288836846213895,0.0212215320910973,0.018450184501845,0.0234986945169712,0.0425249169435216
"Gomez, Jimmy",House of Representatives,California,34.0,70,1424,G000585,0.05174825174825175,0.03146853146853147,0.025174825174825177,0.1993006993006993,0.2104895104895105,0.07552447552447553,0.1034965034965035,0.0972027972027972,0.1097902097902098,0.06293706293706294,0.006293706293706294,0.02657342657342657,0.0020252887404893535,0.000973099212870859,0.0025247212286976647,0.0028538241243265977,0.005385000715614713,0.001781854778835525,0.002241541211038076,0.0014310570260781831,0.0034322191373543495,0.0007682261657832065,0.0005972130059721301,0.0017890772128060263,0.0526932084309133,0.0983606557377049,0.0573770491803278,0.1967213114754098,0.0398126463700234,0.1381733021077283,0.1370023419203747,0.0433255269320843,0.0480093676814988,0.0175644028103044,0.0210772833723653,0.1498829039812646,0.0282485875706214,0.0271142672692059,0.0051298157453936,0.0700291788245102,0.0193621867881549,0.0611398963730569,0.0140388768898488,0.0288836846213895,0.0212215320910973,0.018450184501845,0.0234986945169712,0.0425249169435216
"Dunn, Neal P.",House of Representatives,Florida,2.0,63,978,D000628,0.023407022106631988,0.04096228868660598,0.011703511053315994,0.10208062418725618,0.03641092327698309,0.09492847854356307,0.08777633289986995,0.22041612483745127,0.046814044213263975,0.23472041612483743,0.07737321196358907,0.023407022106631988,0.0009852756034813071,0.0013623388980192027,0.0012623606143488324,0.001572106622874652,0.0010018605982539,0.0024088036824998762,0.002044649077636083,0.003490131883744634,0.0015740113241370264,0.003081440509419306,0.00789648307896483,0.001694915254237288,0.0322147651006711,0.0510067114093959,0.1664429530201342,0.1073825503355704,0.0536912751677852,0.1194630872483221,0.261744966442953,0.0308724832214765,0.0657718120805369,0.0093959731543624,0.0134228187919463,0.0885906040268456,0.0150659133709981,0.012265978050355,0.0129815745393634,0.0333472280116715,0.0227790432801822,0.0461139896373057,0.023398128149748,0.0179547228727556,0.0253623188405797,0.008610086100861,0.0130548302872062,0.0219269102990033
"Waltz, Michael",House of Representatives,Florida,6.0,77,870,W000823,0.018607856650585806,0.06340454858718125,0.013783597518952447,0.04341833218470021,0.06340454858718125,0.09097174362508614,0.12060647829083392,0.08959338387319091,0.024810475534114404,0.41419710544452104,0.006202618883528601,0.05099931082012406,0.0007389567026109804,0.0019894472796470894,0.0014026229048320358,0.0006308453327458795,0.00164591383998855,0.0021778225074656414,0.0026504710265652922,0.0013383986574831926,0.0007870056620685132,0.005130043618174524,0.0005972130059721301,0.0034839924670433146,0.0322147651006711,0.0510067114093959,0.1664429530201342,0.1073825503355704,0.0536912751677852,0.1194630872483221,0.261744966442953,0.0308724832214765,0.0657718120805369,0.0093959731543624,0.0134228187919463,0.0885906040268456,0.0150659133709981,0.012265978050355,0.0129815745393634,0.0333472280116715,0.0227790432801822,0.0461139896373057,0.023398128149748,0.0179547228727556,0.0253623188405797,0.008610086100861,0.0130548302872062,0.0219269102990033
